1,1,2,1,2,3,5,9,71
10,9,9,6,25,11,7,9,9
4,3,5,8,6,13,10,12,34
4,4,4,4,5,30,8,8,29
3,2,11,6,10,3,8,24,28
2,2,2,2,4,6,4,11,63
4,5,6,5,13,5,3,19,36
2,1,1,1,2,3,9,69,6
3,1,2,3,8,3,20,14,43
11,9,6,7,8,10,11,15,18
2,1,8,3,6,4,27,18,27
6,5,4,5,5,6,9,15,40
2,1,11,10,1,24,22,20,5
3,2,2,2,18,3,28,22,15
1,7,3,1,18,9,14,12,31
1,1,1,7,13,21,4,19,27
2,8,2,16,23,5,17,19,5
4,3,3,4,9,5,7,27,33
1,2,2,3,3,8,24,21,32
6,4,4,4,5,22,18,13,20
2,6,4,6,15,12,12,19,20
3,3,5,5,8,21,4,20,26
18,9,7,5,10,11,7,12,17
2,3,3,2,3,12,22,23,25
2,1,2,3,4,35,4,22,23
0,1,1,2,4,43,17,6,21
1,1,1,2,2,5,4,11,69
5,4,6,12,11,12,5,28,12
1,1,2,3,3,4,36,11,35
1,1,7,44,9,3,7,4,19
2,1,2,21,20,15,14,12,8
3,3,2,3,5,4,7,5,64
4,2,2,6,11,8,16,26,21
14,8,4,6,6,8,10,28,12
1,2,1,2,3,8,42,19,17
2,6,12,5,7,5,13,11,34
1,1,2,2,1,2,18,45,25
3,2,27,3,9,2,24,14,11
4,5,4,5,17,5,24,21,10
1,2,3,2,14,50,11,6,7
4,3,6,20,10,8,8,5,32
6,4,3,3,3,7,16,31,23
13,5,7,2,6,2,27,8,25
5,5,16,12,21,5,3,3,26
2,4,4,4,5,7,23,22,24
0,6,0,5,5,27,3,27,23
7,9,9,7,8,9,13,14,20
2,1,3,17,3,15,16,18,21
4,4,5,18,4,9,8,6,38
3,2,2,2,2,11,32,7,36
0,1,1,1,1,2,6,51,32
4,5,4,6,6,11,11,20,29
1,1,1,1,1,8,3,44,34
0,1,2,15,3,4,2,15,54
5,7,7,5,6,8,6,25,26
1,1,2,2,4,4,7,6,70
5,4,7,3,8,7,6,41,14
5,4,3,3,4,19,21,9,28
0,1,1,1,3,26,22,26,15
2,2,2,15,11,10,2,20,31
7,3,13,3,5,4,17,5,40
1,1,2,2,3,3,8,39,36
2,3,3,2,11,8,19,25,22
2,2,4,3,1,4,3,17,60
2,2,5,3,16,9,15,15,28
2,2,8,4,19,11,6,32,12
7,7,4,4,4,5,9,7,47
2,2,3,2,10,4,9,31,33
2,3,4,6,23,4,4,20,29
4,4,4,7,5,5,7,13,45
29,3,2,10,2,6,3,24,17
5,5,3,2,4,8,9,7,54
6,4,4,4,4,6,14,18,35
6,4,3,2,3,6,18,17,37
2,2,2,2,4,2,4,17,62
6,4,4,18,7,4,15,19,18
2,3,12,9,7,11,9,29,14
1,1,7,10,19,24,6,10,16
1,11,3,7,2,2,16,30,22
7,4,4,4,8,34,6,15,13
7,7,7,6,4,4,6,14,40
3,3,4,4,6,24,14,12,26
4,4,5,5,9,22,12,9,25
3,3,3,5,8,4,25,10,34
3,4,5,4,6,4,9,33,27
2,4,15,2,4,3,17,24,23
4,4,3,2,5,15,20,17,26
4,2,2,12,2,18,21,7,27
3,2,3,14,13,6,15,13,27
8,5,5,4,7,25,13,8,20
21,3,11,2,2,4,4,20,28
2,5,2,2,6,5,10,30,35
8,7,4,4,8,7,5,39,14
3,3,6,12,8,3,16,14,32
1,6,2,5,12,19,19,10,22
4,3,6,9,8,7,14,10,34
3,3,2,4,4,17,6,29,28
3,2,3,9,6,12,7,4,49
7,4,3,4,3,3,4,5,62
3,8,3,9,3,5,13,18,34
